School ID,School Short Name,School Name,Street Address,City,State,ZIP,Phone Number,Website,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,X Coordinate,Y Coordinate,Latitude,Longitude,Location
610070,McPherson,James B McPherson Elementary School,4728 N Wolcott Ave,Chicago,IL,60640,(773) 534-2625,http://www.mcpherson.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,51.7,45.2,40.3,55.8,66.7,42.6,54,49.4,46,50,48.9,68,64.2,50,54,Below Average,42.8,38.7,41,28.9,45.8,49.1,47.1,41.9,42.9,40.5,38.3,54,50,38,43.7,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Strong,,42.9,,2.3,96.5,96.3,96.3,96.7,No,No,1162923.519,1931558.605,-87.67632505,41.96784758,"(-87.67632505, 41.96784758)"
610072,Morgan,Garrett A Morgan Elementary School,8407 S Kerfoot Ave,Chicago,IL,60620,(773) 535-3366,http://www.morgan.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,7,Scantron,Below Average,38.9,42.9,37.5,54.5,80,,23.1,47.2,64.7,18.8,30,31.3,30,12.5,31.8,Far Below Average,22.2,0,15.8,23.1,33.3,41.7,43.8,24.7,15.8,15.8,25,10.5,8.3,40,19.8,Not Yet Organized,Weak,Weak,Weak,Weak,Weak,Neutral,83.3,56.7,2.2,2.7,92,91.7,94.8,94.5,No,No,1173449.365,1849063.053,-87.64007166,41.74124549,"(-87.64007166, 41.74124549)"
610073,Mitchell,Ellen Mitchell Elementary School,2233 W Ohio St,Chicago,IL,60612,(773) 534-7655,http://www.mitchellschool.org,Fulton Elementary Network,Fulton Elementary Network,Standard,Level 2,No,0,NWEA,Far Above Average,71.5,51.7,78.1,69.6,71.9,70.4,68,68.5,82.8,67.7,92,75.8,63,66.7,74.6,Average,51.3,34.4,46.9,56,40.6,50,64,47.7,54.8,58.1,76.9,48.5,46.4,45.8,54.9,Well-organized,Strong,Strong,Strong,Very Strong,Very Strong,Strong,73.8,76,2.6,2.1,95.5,95.1,97.7,97.2,No,No,1161269.097,1903925.361,-87.68317867,41.89205482,"(-87.68317867, 41.89205482)"
610074,Monroe,James Monroe Elementary School,3651 W Schubert Ave,Chicago,IL,60647,(773) 534-4155,http://www.jamesmonroeschool.org,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 3,Yes,4,Scantron,Below Average,43.4,62.6,28.3,37,46.1,52.6,42.2,44.6,58.4,32.7,41.4,34.8,45.7,40,42.3,Below Average,35.9,35,22,26,26.7,48.5,41.7,32.9,39.8,37.3,41.7,30.8,39.8,44.4,38.9,Not Yet Organized,Weak,Weak,Weak,Weak,Weak,Neutral,72.4,83.8,2.6,2.5,95.1,94.6,95.8,96.2,No,No,1151359.151,1917666.234,-87.71921246,41.92996135,"(-87.71921246, 41.92996135)"
610076,Moos,Bernhard Moos Elementary School,1711 N California Ave,Chicago,IL,60647,(773) 534-4340,,Fulton Elementary Network,Fulton Elementary Network,Track E,Level 3,Yes,6,Scantron,Above Average,55,30,51.7,50,56.1,65.5,67.6,53.7,46.7,32.3,64.7,69,52,65.7,56.3,Below Average,43.2,23.3,27.6,23.7,39,48.3,47.2,35,16.7,41.9,46.2,55.8,77.8,67.6,51.2,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Strong,13.1,12.7,2.2,1.5,93,93.5,96.3,95,No,No,1157476.303,1911358.897,-87.69690545,41.9125311,"(-87.69690545, 41.9125311)"
610077,Morrill,Donald Morrill Math & Science Elementary School,6011 S Rockwell St,Chicago,IL,60629,(773) 535-9288,http://www.morrill.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Track E,Level 2,Yes,6,Scantron,Average,53.6,63.5,52,54.5,62.2,55.6,56.5,57.6,27.3,49.4,48.1,61.6,49.2,70.5,49.7,Far Below Average,27.2,24.7,23.1,16.3,25,19.7,38.5,24.2,19.4,38.8,21.3,26,26.6,54.7,30.1,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Weak,71.4,41.2,2,1.6,93.4,94.3,94.8,95.6,No,No,1160111.796,1864645.298,-87.68851192,41.78428993,"(-87.68851192, 41.78428993)"
610078,Inter-american,Inter-American Elementary Magnet School,851 W Waveland Ave,Chicago,IL,60613,(773) 534-5490,http://www.iamschicago.com,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,47.9,40.3,50.8,35.1,61.5,55,43.6,47.4,34.9,60,17.5,50,67.3,62.1,48.4,Average,53.1,44.1,39.3,31.1,42.3,70,65.5,48.5,47.8,66.1,38.7,59.3,69.1,67.8,57.7,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Strong,37.5,36.7,2.8,1.3,96.2,96.3,96.2,95.2,Pending,No,1169719.256,1924734.562,-87.65153745,41.94897646,"(-87.65153745, 41.94897646)"
610081,Sheridan,Mark Sheridan Elementary Math & Science Academy,533 W 27th St,Chicago,IL,60616,(773) 534-9120,http://www.sheridan.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,64.2,55.2,72.1,80.6,56.9,63.6,57.4,63.2,60,75.4,70,53.7,63.6,66,65,Far Above Average,72.3,80,82,84.8,66,67.3,74.1,75.3,82.3,72.6,65.6,69.1,52.7,74.1,69.6,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,,,,,96.8,97.1,97,97.2,Pending,No,1172807.818,1886639.308,-87.64131399,41.84437293,"(-87.64131399, 41.84437293)"
610082,Mount Greenwood,Mount Greenwood Elementary School,10841 S Homan Ave,Chicago,IL,60655,(773) 535-2786,http://www.mtgreenwood.cps.k12.il.us,Rock Island Elementary Network,Rock Island Elementary Network,Standard,Level 1,No,0,NWEA,Far Above Average,74.1,78.6,76.3,67,57.8,67.9,71.4,70.1,69,78.5,83.7,86.9,72.3,79.7,78.1,Far Above Average,77.6,86,77.7,79.3,72.3,81.2,82.5,79.9,85.1,70.5,71,77.4,71.8,75,75.3,Well-organized,Very Strong,Very Strong,Very Strong,Strong,Very Strong,Very Strong,91.7,53.3,2.9,4.1,96,95.9,96.1,96.5,No,No,1155639.216,1832346.852,-87.70577383,41.69574845,"(-87.70577383, 41.69574845)"
610084,Keller,Annie Keller Elementary Gifted Magnet School,3020 W 108th St,Chicago,IL,60655,(773) 535-2636,http://www.keller.cps.k12.il.us,Rock Island Elementary Network,Rock Island Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,66.9,65.5,62.1,75,66.7,78.6,86.2,72.3,55.2,62.1,66.7,70,76.9,37.9,61.3,Far Above Average,99.4,100,100,100,100,96.4,100,99.4,100,100,100,96.7,100,100,99.4,Organized,Very Strong,Weak,Weak,Very Strong,Strong,Very Strong,91.7,,1.5,,97.5,97.6,96.5,94.5,No,No,1157959.455,1832892.067,-87.6972638,41.69719792,"(-87.6972638, 41.69719792)"
610086,Mount Vernon,Mount Vernon Elementary School,10540 S Morgan St,Chicago,IL,60643,(773) 535-2825,,Rock Island Elementary Network,Rock Island Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,62.7,36,61.9,83.3,70,73.1,,64.1,56,36.8,88.2,57.1,60,75,61.4,Below Average,33,33.3,26.1,35,33.3,44.4,63.6,39.3,11.1,27.3,47.4,18.2,26.9,35,26.5,Not Yet Organized,Weak,Weak,Weak,Neutral,Neutral,Weak,50.7,68,2.2,2.1,93.3,93.1,94.1,94.8,No,No,1171484.32,1834733.756,-87.64768959,41.70196704,"(-87.64768959, 41.70196704)"
610088,Mozart,Wolfgang A Mozart Elementary School,2200 N Hamlin Ave,Chicago,IL,60647,(773) 534-4160,http://www.mozart.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 2,No,0,Scantron,Average,45.4,36.9,36.4,43.3,53.3,,,42.2,48.2,35.8,49.2,61.7,,,48.4,Below Average,30.2,16.1,25.4,31.3,34.9,,,26.3,22.8,29.4,37,50.8,,,34,Organized,Not Enough Data,Strong,Neutral,Not Enough Data,Not Enough Data,Strong,34.9,43.4,2.8,1.9,95.2,94,96.4,95.6,No,No,1150644.396,1914368.955,-87.72192541,41.92092734,"(-87.72192541, 41.92092734)"
610089,Murphy,John B Murphy Elementary School,3539 W Grace St,Chicago,IL,60618,(773) 534-5223,http://www.murphyschool.net,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,Scantron,Average,49.5,58.9,50,45.9,53.6,42.3,49.2,50.4,63,66.7,45.2,42.9,45.8,27.1,48.6,Average,46.1,50,29.8,28.6,44.6,43.4,39,39.8,48.6,53.1,46,50,68.8,52.5,52.4,Organized,Strong,Neutral,Neutral,Neutral,Neutral,Strong,35.3,90,1.5,3.7,95.6,94.2,96.3,95.9,No,No,1151954.94,1924991.364,-87.71682949,41.95005034,"(-87.71682949, 41.95005034)"
610090,Murray,Phillip Murray Elementary Language Academy,5335 S Kenwood Ave,Chicago,IL,60615,(773) 535-0585,http://www.murray.cps.k12.il.us,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,58.8,77.4,66.7,50,58.9,68.1,42.6,59.7,51.8,70,51.8,69.6,53.2,52.5,58,Above Average,56.5,74.1,76.2,49.1,60.3,51,54.1,60.2,61.4,74,37.5,60,47.9,39.3,53,Partially Organized,Not Enough Data,Neutral,Weak,Not Enough Data,Not Enough Data,Strong,75,60,1.9,2,95.6,96.3,95.9,95.3,No,No,1186033.436,1870041.58,-87.59330352,41.79852501,"(-87.59330352, 41.79852501)"
610091,"Brown, R",Ronald Brown Elementary Community Academy,12607 S Union Ave,Chicago,IL,60628,(773) 535-5385,,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,59.3,47.8,42.9,62.5,47.8,75.8,76,60.4,45.8,52.4,54.2,70.8,57.6,68,58.3,Below Average,37.5,40,28.6,37.5,29.2,44.4,48.1,38.9,15.4,33.3,33.3,50,42.9,39.3,36.1,Organized,Weak,Strong,Strong,Neutral,Neutral,Neutral,59.9,77,2.3,2.2,93.8,92.7,96.3,96.3,No,No,1173988.072,1821226.195,-87.63892027,41.66484509,"(-87.63892027, 41.66484509)"
610092,Nash,Henry H Nash Elementary School,4837 W Erie St,Chicago,IL,60644,(773) 534-6125,http://www.nash.cps.k12.il.us,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 2,Yes,11,Scantron,Above Average,61.4,45,62.2,63.9,71.4,67.4,58.3,61.8,73.7,44.4,61.1,61.9,63.8,59.1,61.1,Below Average,30.4,8.7,15,28.9,44.7,34.7,33.3,27.5,26.7,20,26.3,48.9,34,47.8,33.3,Organized,Neutral,Very Strong,Strong,Neutral,Neutral,Strong,44.8,59.3,2.5,1.9,95.1,96.4,95.8,94.5,No,No,1143837.542,1903833.468,-87.74720007,41.89214726,"(-87.74720007, 41.89214726)"
610093,Neil,Jane A Neil Elementary School,8555 S Michigan Ave,Chicago,IL,60619,(773) 535-3000,http://www.neil.cps.k12.il.us,Skyway Elementary Network,Skyway Elementary Network,Standard,Level 3,Yes,5,Scantron,Below Average,42.9,37.5,25,27.6,34.5,42.3,57.1,37.2,38.5,28.6,20.7,70,57.1,75,48.5,Far Below Average,28.4,33.3,3.1,16.1,32.3,37,55.2,28.8,21.4,12.1,6.5,37.5,34.5,58.6,28,Not Yet Organized,Weak,Weak,Weak,Neutral,Neutral,Neutral,70.8,80.8,2.2,1.9,88.9,90.5,94.6,95.5,No,No,1178690.672,1848082.986,-87.62089767,41.7384386,"(-87.62089767, 41.7384386)"
610094,Nettelhorst,Louis Nettelhorst Elementary School,3252 N Broadway St,Chicago,IL,60657,(773) 534-5810,http://www.nettelhorst.org,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,55.1,60.2,40.4,48.4,63.3,61.1,52.6,54.3,47.6,60.8,57.6,65.3,55.9,51.4,55.8,Above Average,67.2,78.8,69.8,69.1,70,77.8,60,71.7,58.3,64.2,67.6,70,61.8,52.5,62.6,Well-organized,Very Strong,Neutral,Neutral,Strong,Very Strong,Strong,33.3,20,2.5,1.7,95.5,94.7,95.9,97.1,No,No,1171628.585,1922072.58,-87.64459776,41.94162999,"(-87.64459776, 41.94162999)"
610095,Newberry,Walter L Newberry Math & Science Academy ES,700 W Willow St,Chicago,IL,60614,(773) 534-8000,http://www.newberryacademy.org,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,59.5,52.4,56.9,38.1,74.1,76,71.1,60.8,32.6,67.3,47.5,69.5,73.6,55.6,58.2,Above Average,62.6,57.1,59.3,42.2,69,56.4,78.3,59.6,55.3,69.6,65.6,71.2,60,69.1,65.5,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Strong,46.2,63.5,1.3,1.5,95.1,94.9,96.3,95.8,Pending,No,1171323.787,1911991.711,-87.64601501,41.91397435,"(-87.64601501, 41.91397435)"
610096,Nightingale,Florence Nightingale Elementary School,5250 S Rockwell St,Chicago,IL,60632,(773) 535-9270,http://www.nightingaleschool.com,Midway Elementary Network,Midway Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,56,60,52.5,71.8,54.9,43,44.1,55.1,61.9,49.6,62.7,55.5,62,51,57,Below Average,41.1,29.1,37.8,25,33.9,32.6,39.8,32.8,32.2,49.2,59.7,54.8,49.5,50.5,49.4,Organized,Neutral,Neutral,Neutral,Strong,Strong,Neutral,79.1,59.2,2.2,1.8,95.6,93.9,95.8,95.8,Yes,No,1159893.892,1869545.12,-87.68917624,41.79774019,"(-87.68917624, 41.79774019)"
610097,Nixon,William P Nixon Elementary School,2121 N Keeler Ave,Chicago,IL,60639,(773) 534-4375,http://www.nixon.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 2,No,0,Scantron,Average,53.6,51.4,59.8,44.1,50,,,51.9,56,61.1,41.5,62,,,55.2,Below Average,31.2,31.8,25.8,25.5,33.7,,,28.7,24.1,37.9,33.6,38.1,,,33.5,Organized,Neutral,Neutral,Neutral,Strong,Strong,Neutral,88.9,91.1,1.6,1.4,95.6,94.9,95.8,96.6,No,No,1148073.735,1913864.663,-87.73138368,41.91959342,"(-87.73138368, 41.91959342)"
610098,Nobel,Alfred Nobel Elementary School,4127 W Hirsch St,Chicago,IL,60651,(773) 534-4365,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,66.8,57.1,64.8,68.2,83.1,61.2,56.1,66,65.3,74.1,45.5,83.8,64,72.1,67.6,Below Average,39.8,29.2,27.3,29.9,41,26,32.2,31.5,37.7,49.1,32.8,48,58,68.3,48.1,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,31.7,30.1,2.7,1.9,94.6,94.2,95.2,96.3,No,No,1148503.002,1908960.619,-87.72993324,41.90612797,"(-87.72993324, 41.90612797)"
610099,Norwood Park,Norwood Park Elementary School,5900 N Nina Ave,Chicago,IL,60631,(773)534-1198,http://www.nps.cps.k12.il.us,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,64.3,75,70.7,66.7,71.1,48.7,54.2,64.5,67.9,57.5,76.7,66.7,55,66.7,64.2,Far Above Average,76.4,85.7,73.8,65.6,71.1,84.6,73.1,75.6,92.9,73.2,71.9,66.7,82.5,80.8,77.2,Organized,Not Enough Data,Strong,Neutral,Not Enough Data,Not Enough Data,Very Strong,,4.1,,1,95.5,94.7,95.6,95.1,No,No,1128430.406,1938729.626,-87.80299207,41.98818136,"(-87.80299207, 41.98818136)"
610100,West Park,West Park Elementary Academy,1425 N Tripp Ave,Chicago,IL,60651,(773) 534-4940,http://www.westpark.cps.k12.il.us,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,Yes,4,Scantron,Average,53.6,48.5,38.3,30.2,46.4,50.9,70,47.5,65.6,61.2,37.1,75,59.2,59.6,59.9,Below Average,36.2,27.1,32.1,18.8,19.4,31.7,46,28.8,42.9,51.9,31.3,44.9,43.4,50.8,43.9,Not Yet Organized,Weak,Weak,Weak,Neutral,Weak,Weak,41.2,46.4,2.6,2.7,93.7,93.3,96.7,96.6,No,No,1147827.76,1909240.952,-87.73240646,41.90691024,"(-87.73240646, 41.90691024)"
610101,Ogden,William B Ogden Elementary School,24 W Walton St,Chicago,IL,60610,(773) 534-8110,http://www.ogdenschool.org,North-Northwest Side High School Network,Fullerton Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,59.7,51.4,66.7,66,67.7,,,63.2,55.7,56.6,66.7,50,,,56.5,Above Average,64.5,59,70.9,59.5,70.2,,,65.4,64.1,70.9,56.8,62.5,,,63.6,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Strong,36,51.2,1.1,1.7,95.1,95,97,97.6,No,No,1175917.983,1906947.859,-87.62928901,41.90003152,"(-87.62928901, 41.90003152)"
610102,Oglesby,Richard J Oglesby Elementary School,7646 S Green St,Chicago,IL,60620,(773) 535-3060,http://www.oglesby.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 2,Yes,9,Scantron,Above Average,56.2,47.3,66.7,48.6,61.9,62.2,65.2,57.2,41.5,51.2,52.8,71.4,64.9,66.7,55.1,Below Average,33.5,23.7,29.5,26.3,41.7,50,44,33.9,24.6,24.4,18.4,54.2,50,42.3,33,Not Yet Organized,Weak,Very Weak,Weak,Very Weak,Very Weak,Weak,87.5,74.4,2.7,2.3,94.4,93.7,96.9,96.7,No,No,1171926.914,1853950.536,-87.64550666,41.75469091,"(-87.64550666, 41.75469091)"
610103,O'keeffe,Isabelle C O'Keeffe Elementary School,6940 S Merrill Ave,Chicago,IL,60649,(773) 535-0600,http://www.okeeffeschool.org,Skyway Elementary Network,Skyway Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,36.4,28.8,23.3,34.5,44.6,24.4,45.2,34.3,38.6,25.8,50.9,40,21.9,44.4,38.7,Far Below Average,16.7,11.5,12.5,20,21.3,7.1,24.4,16.6,8.1,15.2,25,26.2,4.5,19,16.9,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Very Weak,92.5,69.1,1.7,2.8,92.1,90.7,94.6,95.3,No,No,1191708.826,1859191.464,-87.57284299,41.76861557,"(-87.57284299, 41.76861557)"
610104,Onahan,William J Onahan Elementary School,6634 W Raven St,Chicago,IL,60631,(773) 534-1180,http://www.onahanschool.org,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,60.6,53.7,58.8,66.7,84.6,41.7,46.3,59.2,71,64.7,52.9,78.5,65.6,35.7,62,Above Average,63.4,67.2,65.2,73.5,65.7,57.1,48.2,63.3,65.2,65.2,67.1,73.1,60.9,45.6,63.4,Organized,Very Strong,Weak,Neutral,Very Strong,Very Strong,Strong,23.4,47.2,1.7,1.1,95.7,94.4,96.1,95.8,No,No,1131111.88,1940800.44,-87.79308113,41.99381787,"(-87.79308113, 41.99381787)"
610105,Oriole Park,Oriole Park Elementary School,5424 N Oketo Ave,Chicago,IL,60656,(773) 534-1201,http://www.orioleparkschool.com,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,68.9,60.3,67.7,61.4,71.9,57.1,56.9,63,81.7,70.1,59.6,78.1,88,72.4,74.7,Far Above Average,82.6,70.3,74.6,79.3,89.2,88.5,85.2,80.9,72.6,79.1,79.3,87.7,98.1,91.4,84.3,Organized,Not Enough Data,Strong,Neutral,Not Enough Data,Not Enough Data,Strong,46.7,,3.4,,96.5,96.5,95.5,95.8,No,No,1125978.285,1935191.982,-87.81209057,41.97851501,"(-87.81209057, 41.97851501)"
610106,Piccolo,Brian Piccolo Elementary Specialty School,1040 N Keeler Ave,Chicago,IL,60651,(773) 534-4425,http://www.piccolo.cps.k12.il.us,AUSL Schools,Garfield-Humboldt Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,35.8,24.3,18.2,23.5,37,32.4,47.2,29.8,47.1,32.5,45.2,57.1,36.4,33.3,42.7,Far Below Average,15.8,15.4,8.9,4.2,7.1,20.8,19.6,12.5,21.2,5.8,6.5,25.5,24.1,31.8,19.1,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,64.5,84.3,2.8,3.4,90.6,92.8,95,95.3,No,No,1148146.922,1906778.22,-87.73129753,41.9001461,"(-87.73129753, 41.9001461)"
610107,Otis,James Otis Elementary School,525 N Armour St,Chicago,IL,60642,(773) 534-7665,http://www.otis.cps.k12.il.us,Fulton Elementary Network,Fulton Elementary Network,Standard,Level 2,No,0,NWEA,Above Average,57.1,54.8,44.7,60,56,56.4,45.7,52.7,63.3,42.1,73.3,60,61.9,65.2,61.5,Below Average,39.1,32.4,28.2,40,44.4,52.4,47.8,41.1,24.3,17.9,42.2,40.7,44.2,50,37.1,Well-organized,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,71.4,,3,,95.5,95.2,96.5,96.2,No,No,1166113.411,1903868.626,-87.66538928,41.89179703,"(-87.66538928, 41.89179703)"
610108,O'toole,Luke O'Toole Elementary School,6550 S Seeley Ave,Chicago,IL,60636,(773) 535-9040,http://www.lukeotoole.org,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 2,Yes,8,Scantron,Above Average,57.4,50,56.1,51.2,44.9,60.5,39.1,51.1,51.2,68.8,77.8,47.9,66.7,69.8,63.2,Below Average,30.9,15.2,24.5,11.1,22.4,31.3,26.9,21.7,24,53.7,47.8,27.1,50,40.4,39.5,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,62.3,71,3.7,4.4,89.2,90.3,94.6,94.2,No,No,1163788.552,1860992.429,-87.67513395,41.77418952,"(-87.67513395, 41.77418952)"
610109,Owen,William Bishop Owen Scholastic Academy ES,8247 S Christiana Ave,Chicago,IL,60652,(773) 535-9330,http://www.owen.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,63.1,63,58.3,74.1,80.8,64.3,57.7,66.5,66.7,61.5,59.3,76.9,71.4,20,59.7,Above Average,68.5,51.9,70.8,74.1,84.6,78.6,53.8,69,29.6,73.1,81.5,84.6,82.1,56,67.9,Well-organized,Strong,Neutral,Strong,Strong,Not Enough Data,Strong,,85.7,,2.2,96.9,96.8,95,96.2,No,No,1155530.649,1849518.217,-87.70571301,41.74287191,"(-87.70571301, 41.74287191)"
610110,"Wells, I",Ida B Wells Preparatory Elementary Academy,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1204,,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,2,Scantron,Below Average,40.8,52,61.5,48.1,42.1,33.3,47.4,46.2,36,38.5,45.8,33.3,15.4,47.4,35.2,Far Below Average,23.6,28.6,11.1,14.8,21.7,27.6,30.4,23,14.3,15,23.1,29.2,28.6,36.4,24.3,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,100,53.1,2.1,2.5,93.2,92.6,92.8,93.2,No,No,1178735.106,1879229.78,-87.61978794,41.82390751,"(-87.61978794, 41.82390751)"
610111,Palmer,John Palmer Elementary School,5051 N Kenneth Ave,Chicago,IL,60630,(773) 534-3704,http://www.palmerpride.org,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,Scantron,Average,51.4,45.1,44.2,36.6,45.7,56.8,74.1,50.1,53.7,63.6,38.7,45.7,61.4,55.6,52.6,Average,46.8,32.5,45.5,34.7,40.6,50.6,53,42.6,44.6,57.1,41.1,45.8,59.6,60.2,51.1,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Strong,1.4,6.8,1.5,5.7,96.3,96,94.8,95.3,No,No,1145817.577,1933407.476,-87.73917547,41.97326374,"(-87.73917547, 41.97326374)"
610112,Parker,Francis W Parker Elementary Community Academy,6800 S Stewart Ave,Chicago,IL,60621,(773) 535-3375,http://www.parker.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Standard,Level 3,Yes,1,Scantron,Below Average,41.2,22.8,41.3,32,43.4,61,54.4,40.4,38.2,30.6,51.3,43.4,40,48.3,42,Far Below Average,20,16,16.9,10.8,19.3,28.6,26.2,18.9,13.2,18.6,26.2,14,23.4,32.3,21,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,83.6,69.6,2.2,2.2,91.9,90.5,94.9,94.8,Pending,No,1174661.546,1859841.533,-87.6353099,41.77079606,"(-87.6353099, 41.77079606)"
610114,Parkman,Francis Parkman Elementary School,245 W 51st St,Chicago,IL,60609,(773) 535-1739,,Pershing Elementary Network,Pershing Elementary Network,Track E,Level 3,Yes,5,Scantron,Above Average,57.5,50,27.3,57.1,61.9,64.7,62.5,56.7,54.5,72.7,53.8,57.1,56.3,58.3,58.3,Far Below Average,25.9,20,8.3,28.6,9.1,22.2,36,21.7,18.8,66.7,28.6,27.3,33.3,20.8,30.2,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Neutral,77.3,82.1,2.6,2.6,90.6,91.8,95.3,95.9,No,No,1175207.047,1871107.604,-87.63297392,41.80169919,"(-87.63297392, 41.80169919)"
610115,Park Manor,Park Manor Elementary School,7037 S Rhodes Ave,Chicago,IL,60637,(773) 535-3070,,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 1,Yes,6,Scantron,Average,51.7,42.9,46.4,42.9,59.1,72.4,61.5,53.1,39.5,40,59.3,50,58.6,60,50.3,Below Average,30.5,19.1,31.3,20,28,34.4,40.7,28,23.9,30,45.2,25,34.4,44.4,33.2,Well-organized,Neutral,Neutral,Strong,Strong,Strong,Neutral,49.3,64.7,3.1,3.1,94.9,93.1,96.3,95.7,No,No,1181167.289,1858324.511,-87.61150917,41.76648584,"(-87.61150917, 41.76648584)"
